01, 75136386948, 20230106162525, 20230106163757, 11
01, 78640840275, 20230107183319, 20230107184619, 82
02, 71582559519, 20230114082948, 20230114083416, 11
01, 70295588234, 20230116190542, 20230116191949, 82
02, 75136386948, 20230111030222, 20230111030428, 11
02, 74764941928, 20230107201843, 20230107202749, 11
01, 75136386948, 20230117063735, 20230117064258, 11
02, 79388051049, 20230114090946, 20230114091715, 82
01, 72603206505, 20230108062225, 20230108063109, 03
01, 72040037274, 20230112033738, 20230112034032, 03
01, 72040037274, 20230106021115, 20230106022249, 03
02, 75136386948, 20230105143417, 20230105144220, 11
02, 74764941928, 20230103010456, 20230103010714, 11
01, 72603206505, 20230109165304, 20230109170224, 03
02, 72603206505, 20230109213949, 20230109215309, 03
01, 78058643854, 20230114072016, 20230114072624, 03
02, 70295588234, 20230113224526, 20230113225137, 82
02, 72603206505, 20230108015809, 20230108020110, 03
01, 71582559519, 20230111012447, 20230111013730, 11
02, 72040037274, 20230104142240, 20230104143536, 03
01, 71582559519, 20230106061832, 20230106062135, 11
01, 72040037274, 20230110160513, 20230110161414, 03
01, 74764941928, 20230106183417, 20230106183729, 11
01, 72603206505, 20230105152025, 20230105153427, 03
01, 78640840275, 20230103213039, 20230103213341, 82
02, 74764941928, 20230111204113, 20230111205223, 11
02, 74764941928, 20230109024530, 20230109025126, 11
02, 78640840275, 20230118105327, 20230118110747, 82
02, 74764941928, 20230116214106, 20230116215201, 11
01, 78640840275, 20230117124340, 20230117125548, 82
01, 70295588234, 20230110003041, 20230110003624, 82
02, 70295588234, 20230108072423, 20230108073116, 82
01, 70295588234, 20230113124556, 20230113124637, 82
02, 75136386948, 20230106222028, 20230106222542, 11
01, 74764941928, 20230115180341, 20230115181311, 11
01, 75136386948, 20230114075729, 20230114080731, 11
01, 72603206505, 20230104230008, 20230104231032, 03
02, 71582559519, 20230118214203, 20230118214649, 11
02, 72040037274, 20230109154139, 20230109154501, 03
01, 78640840275, 20230111074931, 20230111075218, 82
01, 72603206505, 20230105002730, 20230105004035, 03
02, 79388051049, 20230112031633, 20230112032511, 82
02, 71582559519, 20230108144051, 20230108145235, 11
01, 72344908255, 20230110124436, 20230110125553, 06
01, 72344908255, 20230108204132, 20230108204551, 06
02, 72344908255, 20230116155810, 20230116161303, 06
01, 72344908255, 20230115025756, 20230115030537, 06
01, 72040037274, 20230108221914, 20230108222848, 03
02, 78058643854, 20230104065616, 20230104070757, 03
02, 78058643854, 20230111210106, 20230111211247, 03
02, 72603206505, 20230109153140, 20230109153753, 03
01, 79388051049, 20230116145811, 20230116150435, 82
01, 78640840275, 20230110190458, 20230110191729, 82
02, 72040037274, 20230114095920, 20230114100430, 03
01, 79388051049, 20230106181506, 20230106181558, 82
02, 79388051049, 20230107222812, 20230107223400, 82
01, 78058643854, 20230107181716, 20230107182203, 03
01, 74764941928, 20230106085048, 20230106090530, 11
02, 75136386948, 20230115173904, 20230115174204, 11
02, 71582559519, 20230113170530, 20230113170911, 11
01, 79388051049, 20230116192139, 20230116192427, 82
01, 71582559519, 20230116192556, 20230116192820, 11
01, 78640840275, 20230112101549, 20230112101916, 82
02, 70295588234, 20230114231731, 20230114232339, 82
02, 71582559519, 20230115064457, 20230115065550, 11
01, 74764941928, 20230113145813, 20230113151115, 11
01, 70295588234, 20230105214133, 20230105214823, 82
01, 71582559519, 20230112105630, 20230112110841, 11
02, 72040037274, 20230107074744, 20230107075237, 03
01, 78058643854, 20230102183851, 20230102184502, 03
01, 72344908255, 20230112174025, 20230112174635, 06
01, 75136386948, 20230111094355, 20230111094418, 11
02, 72344908255, 20230116000528, 20230116001046, 06
01, 78640840275, 20230109011259, 20230109011434, 82
02, 79388051049, 20230110020130, 20230110021135, 82
01, 75136386948, 20230112125751, 20230112130841, 11
02, 72344908255, 20230111213751, 20230111215249, 06
02, 72040037274, 20230107004843, 20230107010045, 03
02, 72603206505, 20230111072118, 20230111073151, 03
02, 72603206505, 20230107003950, 20230107004535, 03
01, 74764941928, 20230114121200, 20230114121410, 11
02, 78058643854, 20230109221920, 20230109222950, 03
02, 72344908255, 20230103072733, 20230103073209, 06
01, 70295588234, 20230111075801, 20230111080156, 82
02, 79388051049, 20230112152921, 20230112153753, 82
02, 74764941928, 20230115024843, 20230115025909, 11
01, 72344908255, 20230104155343, 20230104155516, 06
01, 78640840275, 20230103194226, 20230103194922, 82
01, 71582559519, 20230117140643, 20230117141150, 11
02, 74764941928, 20230110110718, 20230110111527, 11
02, 72344908255, 20230105175736, 20230105180200, 06
01, 70295588234, 20230105144501, 20230105145924, 82
01, 79388051049, 20230106101023, 20230106101952, 82
01, 72040037274, 20230111092548, 20230111093713, 03
02, 78640840275, 20230113144212, 20230113144310, 82
02, 72603206505, 20230105005010, 20230105010115, 03
02, 72344908255, 20230109010359, 20230109010359, 06
02, 70295588234, 20230112193158, 20230112193219, 82
02, 79388051049, 20230110140439, 20230110140824, 82
02, 72603206505, 20230110200723, 20230110201249, 03
02, 78640840275, 20230102055239, 20230102055542, 82
02, 71582559519, 20230115160705, 20230115161846, 11
02, 72040037274, 20230102001503, 20230102002911, 03
02, 75136386948, 20230109165613, 20230109170134, 11
02, 74764941928, 20230117125429, 20230117125949, 11
02, 75136386948, 20230106224845, 20230106225833, 11
02, 70295588234, 20230103215950, 20230103221438, 82
01, 72344908255, 20230115031813, 20230115032637, 06
02, 72040037274, 20230107144245, 20230107145355, 03
02, 79388051049, 20230103144432, 20230103145610, 82
02, 72040037274, 20230109025405, 20230109030704, 03
01, 78058643854, 20230109065502, 20230109070035, 03
02, 78058643854, 20230108233432, 20230108234320, 03
02, 78640840275, 20230108170048, 20230108170912, 82
02, 75136386948, 20230101145627, 20230101145921, 11
01, 78058643854, 20230114183202, 20230114183342, 03
02, 72344908255, 20230110015334, 20230110015423, 06
02, 72603206505, 20230102071436, 20230102072833, 03
01, 71582559519, 20230108100750, 20230108101755, 11
01, 72040037274, 20230114122822, 20230114123729, 03
01, 71582559519, 20230109162529, 20230109163215, 11
02, 78058643854, 20230116212101, 20230116212723, 03
01, 72344908255, 20230104040126, 20230104040835, 06
02, 79388051049, 20230109113814, 20230109113922, 82
01, 72344908255, 20230106085906, 20230106091243, 06
02, 74764941928, 20230111065953, 20230111071346, 11
01, 70295588234, 20230109135303, 20230109140020, 82
01, 79388051049, 20230113145932, 20230113150837, 82
01, 71582559519, 20230107081535, 20230107082734, 11
02, 72344908255, 20230106215242, 20230106220629, 06
01, 70295588234, 20230115160532, 20230115161632, 82
01, 78640840275, 20230105062612, 20230105062738, 82
01, 70295588234, 20230111214611, 20230111214728, 82
02, 78058643854, 20230106062544, 20230106063212, 03
02, 72603206505, 20230102100904, 20230102101948, 03
02, 78640840275, 20230109121624, 20230109122013, 82
02, 72344908255, 20230113154743, 20230113160059, 06
01, 78058643854, 20230111190956, 20230111191058, 03
02, 70295588234, 20230107080739, 20230107080943, 82
02, 72344908255, 20230112055212, 20230112055751, 06
01, 78058643854, 20230101173141, 20230101174229, 03
01, 74764941928, 20230105040544, 20230105041912, 11
01, 70295588234, 20230106065940, 20230106071342, 82
01, 75136386948, 20230104021807, 20230104022511, 11
01, 72603206505, 20230104085920, 20230104090533, 03
02, 71582559519, 20230117132706, 20230117133259, 11
02, 72344908255, 20230101210456, 20230101211526, 06
01, 72040037274, 20230102204011, 20230102204225, 03
02, 75136386948, 20230108121610, 20230108121921, 11
01, 75136386948, 20230119055713, 20230119055809, 11
02, 78058643854, 20230116024718, 20230116025330, 03
01, 70295588234, 20230118011551, 20230118012744, 82
02, 72603206505, 20230105212252, 20230105212408, 03
01, 72603206505, 20230103111431, 20230103112720, 03
01, 71582559519, 20230103130845, 20230103131708, 11
01, 74764941928, 20230102012326, 20230102012657, 11
02, 72040037274, 20230103033314, 20230103034225, 03
02, 71582559519, 20230112175715, 20230112180527, 11
01, 75136386948, 20230111074239, 20230111075604, 11
02, 75136386948, 20230114030927, 20230114031410, 11
