02, 75202145768, 20230111123843, 20230111124054
01, 73438625461, 20230117234111, 20230117235601
01, 77706360787, 20230111224621, 20230111224959
01, 71836260208, 20230112171931, 20230112172322
02, 72320744637, 20230104092329, 20230104093711
01, 75361451216, 20230106040639, 20230106041052
02, 78352375782, 20230107111852, 20230107112225
01, 75136386948, 20230106162525, 20230106163757
01, 72720155182, 20230117105321, 20230117110327
01, 72278572176, 20230101173020, 20230101173430
02, 74457832676, 20230113183427, 20230113183952
01, 78640840275, 20230107183319, 20230107184619
01, 78217263346, 20230103002334, 20230103002601
01, 70734271608, 20230101115632, 20230101120838
02, 74835247585, 20230101044104, 20230101044750
02, 74457832676, 20230104175340, 20230104180022
02, 75405835758, 20230104175101, 20230104175211
01, 75448405366, 20230106054958, 20230106060208
01, 74748618140, 20230102165949, 20230102171216
01, 73438625461, 20230111002619, 20230111004039
02, 71817747727, 20230110023849, 20230110024003
02, 75668885571, 20230118080632, 20230118081731
01, 73383585527, 20230108214242, 20230108215447
01, 74457832676, 20230110152053, 20230110152101
01, 77637020781, 20230106093555, 20230106094003
02, 75717256032, 20230116084105, 20230116085457
02, 72720155182, 20230106095236, 20230106100731
02, 72356328766, 20230102203158, 20230102203939
01, 78720273880, 20230109021112, 20230109021329
01, 73142161414, 20230109224438, 20230109225244
02, 71673865741, 20230107182453, 20230107183051
02, 71582559519, 20230114082948, 20230114083416
01, 75417608504, 20230108204309, 20230108204618
02, 76642135626, 20230104163313, 20230104164505
02, 74614451604, 20230113071054, 20230113071727
01, 75811145556, 20230107204514, 20230107204903
01, 76467265108, 20230108193222, 20230108194617
02, 73115525531, 20230107065338, 20230107070447
02, 74835247585, 20230102112338, 20230102112601
02, 71120768682, 20230114100529, 20230114101709
02, 74835247585, 20230103115507, 20230103120920
01, 77706360787, 20230108202956, 20230108203443
01, 73456868225, 20230112094249, 20230112095359
01, 74401885031, 20230109041239, 20230109041939
02, 70734271608, 20230114072938, 20230114074336
01, 71014617042, 20230101174402, 20230101174629
02, 75202145768, 20230108140924, 20230108141848
01, 70295588234, 20230116190542, 20230116191949
02, 78576678245, 20230106214300, 20230106215334
01, 77620052837, 20230113091757, 20230113092830
01, 75030523014, 20230109060500, 20230109061928
01, 72538525620, 20230106131123, 20230106132231
02, 76642135626, 20230107103313, 20230107103550
02, 75136386948, 20230111030222, 20230111030428
02, 75523071025, 20230113062843, 20230113063835
02, 74835247585, 20230112061215, 20230112062111
02, 74723144208, 20230119082753, 20230119082931
01, 71014617042, 20230111063114, 20230111063629
02, 74764941928, 20230107201843, 20230107202749
02, 75811145556, 20230102041529, 20230102042531
02, 74566415231, 20230101212508, 20230101213229
02, 73142161414, 20230108021329, 20230108022227
02, 73383585527, 20230106213004, 20230106213922
02, 75448405366, 20230101181720, 20230101182505
01, 74457832676, 20230102003304, 20230102004348
01, 75136386948, 20230117063735, 20230117064258
01, 74208537078, 20230114232208, 20230114232305
02, 74457832676, 20230118201155, 20230118202201
01, 74723144208, 20230102083815, 20230102084422
02, 75388317487, 20230101001511, 20230101001906
02, 74208537078, 20230109214021, 20230109214145
02, 74401885031, 20230115152627, 20230115153112
02, 74136722215, 20230111072052, 20230111073355
01, 73438625461, 20230108091007, 20230108091500
02, 74208537078, 20230108004838, 20230108004936
02, 75202145768, 20230102002745, 20230102003330
